
 ,time,x,y,z
, 29.118, -0.07, -0.06, -0.84
, 29.184, -0.03, -0.08, -0.99
, 29.247, -0.11, -0.07, -0.84
, 29.263, -0.07, -0.07, -0.89
, 29.310, -0.08, -0.07, -1.03
, 29.374, -0.04, -0.01, -0.89
, 29.438, -0.14, -0.07, -0.79
, 29.465, -0.09, -0.05, -0.90
, 29.502, -0.04, -0.08, -1.06
, 29.567, -0.09, -0.06, -0.81
, 29.632, -0.10, -0.05, -0.88
, 29.666, -0.09, -0.05, -0.87
, 29.693, -0.06, -0.05, -0.92
, 29.756, -0.09, -0.08, -0.86
, 29.819, -0.08, -0.10, -0.90
, 29.868, -0.08, -0.07, -0.89
, 29.884, -0.08, -0.04, -0.91
, 29.953, -0.04, -0.06, -0.92
, 30.011, -0.07, -0.07, -0.87
, 30.081, -0.05, -0.08, -0.89
, 30.085, -0.05, -0.09, -0.90
, 30.138, -0.07, -0.09, -0.86
, 30.203, -0.09, -0.07, -0.88
, 30.266, -0.07, -0.07, -0.89
, 30.272, -0.08, -0.08, -0.88
, 30.330, -0.10, -0.08, -0.90
, 30.396, -0.09, -0.09, -0.91
, 30.462, -0.08, -0.06, -0.87
, 30.473, -0.09, -0.08, -0.89
, 30.526, -0.08, -0.05, -0.93
, 30.591, -0.05, -0.09, -0.90
, 30.646, -0.07, -0.09, -0.91
, 30.676, -0.06, -0.07, -0.91
, 30.716, -0.07, -0.06, -0.93
, 30.775, -0.10, -0.04, -0.89
, 30.842, -0.07, -0.05, -0.93
, 30.875, -0.07, -0.07, -0.92
, 30.909, -0.07, -0.09, -0.89
, 30.964, -0.06, -0.08, -0.96
, 31.035, -0.07, -0.04, -0.91
, 31.076, -0.07, -0.06, -0.91
, 31.100, -0.09, -0.06, -0.87
, 31.155, -0.07, -0.06, -0.95
, 31.226, -0.07, -0.10, -0.91
, 31.284, -0.08, -0.08, -0.92
, 31.290, -0.09, -0.09, -0.91
, 31.352, -0.07, -0.05, -0.90
, 31.416, -0.10, -0.06, -0.88
, 31.474, -0.05, -0.11, -0.92
, 31.480, -0.07, -0.08, -0.91
, 31.537, -0.10, -0.08, -0.86
, 31.602, -0.10, -0.04, -0.91
, 31.660, -0.08, -0.07, -0.91
, 31.677, -0.09, -0.07, -0.90
, 31.726, -0.08, -0.13, -0.85
, 31.789, -0.06, -0.09, -0.94
, 31.857, -0.08, -0.06, -0.89
, 31.882, -0.08, -0.09, -0.89
, 31.924, -0.09, -0.06, -0.89
, 31.982, -0.07, -0.10, -0.92
, 32.047, -0.08, -0.10, -0.87
, 32.082, -0.08, -0.08, -0.89
, 32.111, -0.07, -0.07, -0.89
, 32.171, -0.08, -0.08, -0.88
, 32.235, -0.09, -0.08, -0.89
, 32.286, -0.07, -0.08, -0.88
, 32.299, -0.06, -0.09, -0.88
, 32.362, -0.07, -0.12, -0.93
, 32.425, -0.08, -0.08, -0.88
, 32.489, -0.08, -0.09, -0.90
, 32.493, -0.09, -0.07, -0.89
, 32.552, -0.06, -0.08, -0.88
, 32.616, -0.07, -0.11, -0.90
, 32.680, -0.05, -0.10, -0.95
, 32.686, -0.06, -0.10, -0.91
, 32.745, -0.08, -0.06, -0.88
, 32.809, -0.08, -0.04, -0.94
, 32.877, -0.07, -0.08, -0.92
, 32.890, -0.07, -0.07, -0.93
, 32.934, -0.07, -0.09, -0.92
, 32.997, -0.08, -0.06, -0.88
, 33.061, -0.06, -0.08, -0.94
, 33.092, -0.08, -0.07, -0.91
, 33.125, -0.07, -0.09, -0.91
, 33.189, -0.07, -0.10, -0.93
, 33.251, -0.07, -0.05, -0.90
, 33.291, -0.07, -0.08, -0.91
, 33.318, -0.08, -0.06, -0.92
, 33.383, -0.04, -0.06, -0.93
, 33.451, -0.04, -0.10, -0.96
