
 ,time,x,y,z
, 29.071, -0.62, 0.07, -0.66
, 29.133, -0.62, 0.07, -0.66
, 29.191, -0.62, 0.07, -0.66
, 29.196, -0.62, 0.07, -0.66
, 29.264, -0.62, 0.07, -0.66
, 29.326, -0.62, 0.07, -0.66
, 29.392, -0.62, 0.07, -0.66
, 29.396, -0.62, 0.07, -0.66
, 29.452, -0.62, 0.07, -0.66
, 29.516, -0.62, 0.07, -0.66
, 29.581, -0.62, 0.07, -0.65
, 29.601, -0.62, 0.07, -0.66
, 29.643, -0.62, 0.07, -0.66
, 29.707, -0.62, 0.07, -0.66
, 29.772, -0.62, 0.07, -0.66
, 29.795, -0.62, 0.07, -0.66
, 29.833, -0.62, 0.07, -0.66
, 29.896, -0.62, 0.07, -0.66
, 29.962, -0.62, 0.07, -0.66
, 29.997, -0.62, 0.07, -0.66
, 30.023, -0.62, 0.07, -0.66
, 30.088, -0.61, 0.07, -0.66
, 30.151, -0.62, 0.07, -0.66
, 30.200, -0.62, 0.07, -0.66
, 30.222, -0.62, 0.07, -0.66
, 30.278, -0.62, 0.07, -0.66
, 30.342, -0.61, 0.07, -0.66
, 30.404, -0.62, 0.07, -0.66
, 30.409, -0.62, 0.07, -0.66
, 30.467, -0.61, 0.07, -0.66
, 30.533, -0.61, 0.07, -0.66
, 30.597, -0.63, 0.07, -0.66
, 30.603, -0.62, 0.07, -0.66
, 30.660, -0.61, 0.07, -0.65
, 30.722, -0.61, 0.07, -0.67
, 30.787, -0.62, 0.07, -0.65
, 30.810, -0.61, 0.07, -0.66
, 30.850, -0.62, 0.07, -0.66
, 30.912, -0.62, 0.07, -0.66
, 30.983, -0.62, 0.07, -0.66
, 31.004, -0.62, 0.07, -0.66
, 31.042, -0.62, 0.07, -0.66
, 31.103, -0.62, 0.07, -0.66
, 31.168, -0.62, 0.07, -0.66
, 31.206, -0.62, 0.07, -0.66
, 31.230, -0.62, 0.07, -0.66
, 31.295, -0.62, 0.07, -0.66
, 31.359, -0.62, 0.07, -0.66
, 31.407, -0.62, 0.07, -0.66
, 31.421, -0.62, 0.07, -0.66
, 31.487, -0.62, 0.07, -0.66
, 31.552, -0.61, 0.07, -0.66
, 31.609, -0.61, 0.07, -0.66
, 31.614, -0.61, 0.07, -0.66
, 31.675, -0.62, 0.07, -0.66
, 31.738, -0.62, 0.07, -0.66
, 31.802, -0.62, 0.07, -0.66
, 31.809, -0.62, 0.07, -0.66
, 31.866, -0.62, 0.07, -0.66
, 31.930, -0.62, 0.07, -0.66
, 31.994, -0.62, 0.07, -0.66
, 32.011, -0.62, 0.07, -0.66
, 32.058, -0.62, 0.07, -0.66
, 32.124, -0.62, 0.07, -0.66
, 32.190, -0.61, 0.07, -0.66
, 32.212, -0.62, 0.07, -0.66
, 32.252, -0.62, 0.07, -0.66
, 32.312, -0.61, 0.07, -0.66
, 32.375, -0.62, 0.07, -0.66
, 32.414, -0.62, 0.07, -0.66
, 32.438, -0.62, 0.07, -0.66
, 32.503, -0.62, 0.07, -0.66
, 32.567, -0.62, 0.07, -0.66
, 32.616, -0.62, 0.07, -0.66
, 32.630, -0.62, 0.07, -0.66
, 32.695, -0.62, 0.07, -0.66
, 32.759, -0.62, 0.07, -0.66
