
 ,time,x,y,z
, 29.412, -0.54, -2.59, 1.26
, 29.445, 1.76, -1.19, -0.19
, 29.509, -1.16, -4.36, 0.66
, 29.606, 2.94, -3.42, 6.22
, 29.636, 3.31, -3.89, -2.45
, 29.700, 1.15, -3.03, 2.31
, 29.814, -0.91, -2.55, 4.15
, 29.826, -0.53, -1.71, 2.32
, 29.890, 0.65, -2.37, 1.47
, 29.984, 0.81, -1.89, 2.15
, 30.021, -0.02, -2.75, 1.93
, 30.101, 4.72, -2.40, -1.31
, 30.145, 4.47, -0.92, 4.31
, 30.222, 3.79, -1.90, 1.27
, 30.272, 4.37, -1.79, -1.33
, 30.335, 0.84, -0.57, 2.61
, 30.410, 3.19, 0.19, 1.46
, 30.514, 3.56, -0.97, 0.41
, 30.525, 7.08, 3.75, 6.59
, 30.591, 3.01, 0.85, 0.69
, 30.719, 6.88, -0.55, -0.24
, 30.721, 6.94, -1.22, 4.64
, 30.800, 2.24, -0.08, -0.39
, 30.849, 2.65, 0.76, 4.51
, 30.920, 2.93, 4.58, 2.48
, 31.016, 4.26, 1.88, 4.13
, 31.053, 7.26, 2.96, 3.56
, 31.161, 7.89, 2.10, 2.93
, 31.166, 5.78, 3.25, 2.99
, 31.230, 5.18, 1.77, 3.46
, 31.289, 4.93, 5.37, 4.42
, 31.354, 7.88, 2.96, 4.02
, 31.444, 6.45, 3.35, 7.11
, 31.486, 5.09, 3.32, 2.45
, 31.569, 8.44, 4.61, 8.60
, 31.626, 6.30, 3.82, 3.59
, 31.712, 3.92, 6.92, 5.99
, 31.733, 6.86, 4.16, 3.87
, 31.819, 7.85, 4.03, 8.67
, 31.867, 5.49, 4.80, 5.42
, 31.969, 6.60, 2.45, 5.98
, 31.988, 4.97, 2.82, 7.61
, 32.053, 4.20, 4.01, 4.62
, 32.114, 8.29, 4.31, 6.54
, 32.218, 6.70, 1.85, 3.47
, 32.245, 7.20, 4.13, 6.82
, 32.320, 7.69, 2.88, 7.36
